order_id,name,createdAt,currencyCode,displayFinancialStatus,displayFulfillmentStatus,subtotalPrice,totalShippingPrice,totalTax,totalPrice,customerEmail,shippingCountryCode,shippingProvince,shippingCity,lineItemId,lineItemName,lineItemQuantity,sku,vendor,variantTitle,productId,productTitle,productType,variantId,originalUnitPrice,discountedTotal,lineItemTotalDiscount,requiresShipping,isGiftCard,taxable,imageUrl
gid://shopify/Order/6425685573826,#1245,2025-08-07T11:01:46Z,USD,PAID,PARTIALLY_FULFILLED,392.17,0.00,27.45,419.63,user7044@example.com,US,MA,Chicago,gid://shopify/LineItem/15327585798416,Braided USB Data Cable with Display,1,sku-cable-001,stateside6,Small,gid://shopify/Product/12466465022222,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/51940246657236,85.94,85.94,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6425685573826,#1245,2025-08-07T11:01:46Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user7044@example.com,US,MA,Chicago,gid://shopify/LineItem/15325969314531,Aviator Sunglasses,1,sku-sun-006,stateside8,Small,gid://shopify/Product/11486080495839,Aviator Sunglasses,accessories,gid://shopify/ProductVariant/48119892611478,179.00,179.00,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/sunglasses.jpg?v=1715764972
gid://shopify/Order/6425685573826,#1245,2025-08-07T11:01:46Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user7044@example.com,US,MA,Chicago,gid://shopify/LineItem/15815435319908,Aviator Sunglasses,2,sku-sun-006,stateside7,,gid://shopify/Product/11832816118980,Aviator Sunglasses,accessories,gid://shopify/ProductVariant/51347242552675,63.62,127.24,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/sunglasses.jpg?v=1715764972
gid://shopify/Order/6201206198449,#1246,2025-08-16T13:29:54Z,USD,AUTHORIZED,FULFILLED,188.21,4.99,11.52,181.08,user1996@example.com,US,FL,New York,gid://shopify/LineItem/15035010998990,Braided USB Data Cable with Display,1,sku-cable-001,stateside5,Large,gid://shopify/Product/11294342627968,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/52532204371902,91.71,82.54,9.17,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6201206198449,#1246,2025-08-16T13:29:54Z,USD,AUTHORIZED,FULFILLED,,,,,user1996@example.com,US,FL,New York,gid://shopify/LineItem/16329261053364,Cotton Hoodie,1,sku-hood-008,stateside1,Standard,gid://shopify/Product/11011379946884,Cotton Hoodie,apparel,gid://shopify/ProductVariant/50823116624111,96.51,82.03,14.48,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6427950329023,#1247,2025-08-07T07:06:18Z,USD,PARTIALLY_PAID,FULFILLED,324.20,4.99,22.69,351.89,,,,,gid://shopify/LineItem/15232521715156,Cotton Hoodie,1,,stateside8,Small,gid://shopify/Product/11258083800707,Cotton Hoodie,apparel,gid://shopify/ProductVariant/51009985917164,28.72,28.72,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6427950329023,#1247,2025-08-07T07:06:18Z,USD,PARTIALLY_PAID,FULFILLED,,,,,,,,,gid://shopify/LineItem/16501729068472,Elegant ethnic Anarkali set(White-pink),3,sku-ank-002,stateside5,Small,gid://shopify/Product/11033002358030,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/51081384718986,98.50,295.49,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6640690577875,#1248,2025-07-31T18:58:01Z,USD,AUTHORIZED,FULFILLED,363.58,0.00,23.62,361.00,,US,IL,Miami,gid://shopify/LineItem/16240523877652,Elegant ethnic Anarkali set(White-pink),3,sku-ank-002,stateside6,Standard,gid://shopify/Product/12497372079907,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/50856017278099,72.81,218.42,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6640690577875,#1248,2025-07-31T18:58:01Z,USD,AUTHORIZED,FULFILLED,,,,,,US,IL,Miami,gid://shopify/LineItem/16890731691577,Cotton Hoodie,2,sku-hood-008,stateside7,,gid://shopify/Product/12158962962782,Cotton Hoodie,apparel,gid://shopify/ProductVariant/50301181564831,44.28,70.85,17.71,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6640690577875,#1248,2025-07-31T18:58:01Z,USD,AUTHORIZED,FULFILLED,,,,,,US,IL,Miami,gid://shopify/LineItem/16825993964036,Quartz Watch,1,sku-watch-007,stateside4,Standard,gid://shopify/Product/11740621268082,Quartz Watch,accessories,gid://shopify/ProductVariant/51106592170286,56.60,48.11,8.49,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6661093355259,#1249,2025-08-03T08:40:39Z,USD,PAID,PARTIALLY_FULFILLED,133.69,0.00,9.36,143.05,,US,CA,Austin,gid://shopify/LineItem/16996703534517,Aviator Sunglasses,2,sku-sun-006,stateside8,,gid://shopify/Product/11505582618896,Aviator Sunglasses,accessories,gid://shopify/ProductVariant/52723011264476,66.84,133.69,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/sunglasses.jpg?v=1715764972
gid://shopify/Order/6585608048122,#1250,2025-07-11T03:40:27Z,USD,REFUNDED,PARTIALLY_FULFILLED,224.68,0.00,13.64,208.51,user5217@example.com,US,TX,Chicago,gid://shopify/LineItem/16551410135472,Cotton Hoodie,2,sku-hood-008,stateside8,Standard,gid://shopify/Product/11575702510506,Cotton Hoodie,apparel,gid://shopify/ProductVariant/50317851901466,44.54,75.72,13.36,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6585608048122,#1250,2025-07-11T03:40:27Z,USD,REFUNDED,PARTIALLY_FULFILLED,,,,,user5217@example.com,US,TX,Chicago,gid://shopify/LineItem/15836022157669,Yoga Mat,1,sku-yoga-010,stateside9,Standard,gid://shopify/Product/12860448007374,Yoga Mat,fitness,gid://shopify/ProductVariant/51607349360188,82.22,65.78,16.44,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6585608048122,#1250,2025-07-11T03:40:27Z,USD,REFUNDED,PARTIALLY_FULFILLED,,,,,user5217@example.com,US,TX,Chicago,gid://shopify/LineItem/15974894131854,Quartz Watch,1,sku-watch-007,stateside8,Large,gid://shopify/Product/11440210344321,Quartz Watch,accessories,gid://shopify/ProductVariant/50252677810272,53.37,53.37,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6547494334118,#1251,2025-07-11T02:44:17Z,USD,PAID,UNFULFILLED,229.01,0.00,14.43,220.54,user8462@example.com,US,NY,Los Angeles,gid://shopify/LineItem/15449306928524,Braided USB Data Cable with Display,3,,stateside1,Large,gid://shopify/Product/12076559102739,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/52408774587150,76.34,206.11,22.90,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6565344042047,#1252,2025-07-11T00:17:54Z,USD,PAID,PARTIALLY_FULFILLED,93.44,0.00,6.54,99.98,user9133@example.com,US,TX,New York,gid://shopify/LineItem/15697631697670,Quartz Watch,2,sku-watch-007,stateside6,Standard,gid://shopify/Product/12919887522124,Quartz Watch,accessories,gid://shopify/ProductVariant/48013771469880,46.72,93.44,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6239175165624,#1253,2025-09-02T15:52:55Z,USD,AUTHORIZED,FULFILLED,686.17,4.99,45.80,705.07,user1948@example.com,US,TX,Chicago,gid://shopify/LineItem/15639778445187,Cotton Hoodie,1,sku-hood-008,stateside6,Standard,gid://shopify/Product/12228467377677,Cotton Hoodie,apparel,gid://shopify/ProductVariant/48668892170749,35.58,35.58,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6239175165624,#1253,2025-09-02T15:52:55Z,USD,AUTHORIZED,FULFILLED,,,,,user1948@example.com,US,TX,Chicago,gid://shopify/LineItem/16688915102461,Selling Plans Ski Wax,3,sku-wax-004,stateside9,Large,gid://shopify/Product/11146740253121,Selling Plans Ski Wax,accessories,gid://shopify/ProductVariant/48384037471717,106.30,287.02,31.89,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/snowboard_wax.png?v=1715764972
gid://shopify/Order/6239175165624,#1253,2025-09-02T15:52:55Z,USD,AUTHORIZED,FULFILLED,,,,,user1948@example.com,US,TX,Chicago,gid://shopify/LineItem/16344352726394,Cotton Hoodie,2,sku-hood-008,stateside9,Small,gid://shopify/Product/12667418044824,Cotton Hoodie,apparel,gid://shopify/ProductVariant/52423979577714,91.63,183.25,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6239175165624,#1253,2025-09-02T15:52:55Z,USD,AUTHORIZED,FULFILLED,,,,,user1948@example.com,US,TX,Chicago,gid://shopify/LineItem/16261204029774,Elegant ethnic Anarkali set(White-pink),2,sku-ank-002,stateside5,Small,gid://shopify/Product/12579938178673,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/48959945549074,74.22,148.43,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6187606499129,#1254,2025-08-08T20:03:24Z,USD,PARTIALLY_REFUNDED,FULFILLED,73.79,0.00,5.17,78.96,,US,TX,Boston,gid://shopify/LineItem/15925922935933,Braided USB Data Cable with Display,1,sku-cable-001,stateside5,Large,gid://shopify/Product/12972695067790,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/51842798500419,73.79,73.79,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6393043474633,#1255,2025-07-17T12:03:51Z,USD,PAID,PARTIALLY_FULFILLED,396.37,4.99,27.17,420.33,user1070@example.com,US,NY,Boston,gid://shopify/LineItem/15869749949253,Yoga Mat,3,sku-yoga-010,stateside9,Default Title,gid://shopify/Product/11642272338897,Yoga Mat,fitness,gid://shopify/ProductVariant/51204944677827,104.79,314.36,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6393043474633,#1255,2025-07-17T12:03:51Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user1070@example.com,US,NY,Boston,gid://shopify/LineItem/16757820778674,Elegant ethnic Anarkali set(White-pink),2,sku-ank-002,stateside9,Default Title,gid://shopify/Product/11454709295271,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/52993102324444,41.01,73.81,8.20,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6751485783962,#1256,2025-07-31T13:26:19Z,USD,PAID,FULFILLED,114.46,0.00,8.01,122.47,user3107@example.com,US,WA,Austin,gid://shopify/LineItem/15767346840713,Yoga Mat,2,sku-yoga-010,stateside6,Default Title,gid://shopify/Product/11014861802960,Yoga Mat,fitness,gid://shopify/ProductVariant/50333487521700,57.23,114.46,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6355499845124,#1257,2025-07-14T12:21:16Z,USD,PAID,FULFILLED,608.48,0.00,36.68,560.67,,,,,gid://shopify/LineItem/15084707626986,Braided USB Data Cable with Display,2,sku-cable-001,stateside1,Large,gid://shopify/Product/12493854777047,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/52456717305739,84.13,151.44,16.83,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6355499845124,#1257,2025-07-14T12:21:16Z,USD,PAID,FULFILLED,,,,,,,,,gid://shopify/LineItem/15442488021182,Aviator Sunglasses,3,sku-sun-006,stateside3,Small,gid://shopify/Product/11704759011281,Aviator Sunglasses,accessories,gid://shopify/ProductVariant/49472590364401,78.82,189.17,47.29,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/sunglasses.jpg?v=1715764972
gid://shopify/Order/6355499845124,#1257,2025-07-14T12:21:16Z,USD,PAID,FULFILLED,,,,,,,,,gid://shopify/LineItem/16121404355258,Wireless Earbuds,3,sku-eb-009,stateside2,Standard,gid://shopify/Product/11882778061168,Wireless Earbuds,electronics,gid://shopify/ProductVariant/52747775350043,67.92,183.38,20.38,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/earbuds.jpg?v=1715764972
gid://shopify/Order/6682504482751,#1258,2025-07-01T06:21:51Z,USD,PAID,FULFILLED,361.98,0.00,20.27,309.85,user9208@example.com,,,,gid://shopify/LineItem/15715284821452,Elegant ethnic Anarkali set(White-pink),1,sku-ank-002,stateside5,Standard,gid://shopify/Product/12235839892371,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/50800732043969,60.79,48.63,12.16,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6682504482751,#1258,2025-07-01T06:21:51Z,USD,PAID,FULFILLED,,,,,user9208@example.com,,,,gid://shopify/LineItem/15789086880331,Aviator Sunglasses,3,sku-sun-006,stateside3,Standard,gid://shopify/Product/11569376936174,Aviator Sunglasses,accessories,gid://shopify/ProductVariant/52464127569661,100.40,240.95,60.24,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/sunglasses.jpg?v=1715764972
gid://shopify/Order/6011829858969,#1259,2025-08-30T18:34:05Z,USD,PAID,FULFILLED,96.76,9.99,5.89,100.07,user672@example.com,US,WA,Los Angeles,gid://shopify/LineItem/15554634583734,Selling Plans Ski Wax,1,sku-wax-004,stateside9,Default Title,gid://shopify/Product/11428998428057,Selling Plans Ski Wax,accessories,gid://shopify/ProductVariant/49473066426051,57.99,49.29,8.70,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/snowboard_wax.png?v=1715764972
gid://shopify/Order/6011829858969,#1259,2025-08-30T18:34:05Z,USD,PAID,FULFILLED,,,,,user672@example.com,US,WA,Los Angeles,gid://shopify/LineItem/16954294777166,Elegant ethnic Anarkali set(White-pink),1,,stateside2,,gid://shopify/Product/11219128858435,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/48339110836639,38.77,34.90,3.88,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
gid://shopify/Order/6393576108837,#1260,2025-07-12T07:43:26Z,USD,PAID,PARTIALLY_FULFILLED,130.33,9.99,7.84,129.80,user1096@example.com,US,WA,Chicago,gid://shopify/LineItem/15607453046323,Elegant Pleated kurta(Off-white),1,sku-kurta-003,stateside8,,gid://shopify/Product/11068454674301,Elegant Pleated kurta(Off-white),apparel,gid://shopify/ProductVariant/48559936542767,77.12,69.41,7.71,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/572b6464-291c-4392-9c3c-84197d845271.webp?v=1755877017
gid://shopify/Order/6393576108837,#1260,2025-07-12T07:43:26Z,USD,PAID,PARTIALLY_FULFILLED,,,,,user1096@example.com,US,WA,Chicago,gid://shopify/LineItem/15002585617426,Wireless Earbuds,1,sku-eb-009,stateside7,Small,gid://shopify/Product/11821418521999,Wireless Earbuds,electronics,gid://shopify/ProductVariant/49373014082915,53.20,42.56,10.64,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/earbuds.jpg?v=1715764972
gid://shopify/Order/6354088075882,#1261,2025-08-23T00:17:58Z,USD,PARTIALLY_REFUNDED,FULFILLED,184.92,9.99,11.65,188.07,,,,,gid://shopify/LineItem/16429733123027,Cotton Hoodie,1,sku-hood-008,stateside3,Large,gid://shopify/Product/11093493565584,Cotton Hoodie,apparel,gid://shopify/ProductVariant/49561614478368,126.14,113.53,12.61,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/hoodie.jpg?v=1715764972
gid://shopify/Order/6354088075882,#1261,2025-08-23T00:17:58Z,USD,PARTIALLY_REFUNDED,FULFILLED,,,,,,,,,gid://shopify/LineItem/15369859819471,Yoga Mat,1,sku-yoga-010,stateside3,Default Title,gid://shopify/Product/12409878092116,Yoga Mat,fitness,gid://shopify/ProductVariant/51409860429333,0.00,0.00,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6354088075882,#1261,2025-08-23T00:17:58Z,USD,PARTIALLY_REFUNDED,FULFILLED,,,,,,,,,gid://shopify/LineItem/16476441297514,The 3p Fulfilled Snowboard,1,sku-snb-005,stateside1,Standard,gid://shopify/Product/11887925889917,The 3p Fulfilled Snowboard,snowboard,gid://shopify/ProductVariant/48514043812497,58.77,52.90,5.88,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/Main_b9e0da7f-db89-4d41-83f0-7f417b02831d.jpg?v=1715764969
gid://shopify/Order/6212359004600,#1262,2025-08-31T19:56:46Z,USD,REFUNDED,FULFILLED,320.54,4.99,19.05,296.22,user5891@example.com,US,TX,Miami,gid://shopify/LineItem/16558976160086,Quartz Watch,1,sku-watch-007,stateside6,Small,gid://shopify/Product/12131099582971,Quartz Watch,accessories,gid://shopify/ProductVariant/49891207837484,58.05,49.35,8.71,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6212359004600,#1262,2025-08-31T19:56:46Z,USD,REFUNDED,FULFILLED,,,,,user5891@example.com,US,TX,Miami,gid://shopify/LineItem/16523729131373,Braided USB Data Cable with Display,3,sku-cable-001,stateside3,Standard,gid://shopify/Product/11537739444077,Braided USB Data Cable with Display,electronics,gid://shopify/ProductVariant/51670405087990,58.96,141.51,35.38,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/1_large_2bad3a68-ae0a-481c-96a7-926922c9bc1d.webp?v=1755876555
gid://shopify/Order/6212359004600,#1262,2025-08-31T19:56:46Z,USD,REFUNDED,FULFILLED,,,,,user5891@example.com,US,TX,Miami,gid://shopify/LineItem/15174462056749,Wireless Earbuds,1,sku-eb-009,stateside5,,gid://shopify/Product/12635404814223,Wireless Earbuds,electronics,gid://shopify/ProductVariant/48660278483124,85.60,81.32,4.28,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/earbuds.jpg?v=1715764972
gid://shopify/Order/6847591809884,#1263,2025-08-25T14:04:48Z,USD,PAID,UNFULFILLED,318.09,0.00,20.56,314.34,,US,CA,Boston,gid://shopify/LineItem/16477830126202,Wireless Earbuds,2,sku-eb-009,stateside6,,gid://shopify/Product/12856422053231,Wireless Earbuds,electronics,gid://shopify/ProductVariant/50169985406221,60.76,97.22,24.31,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/earbuds.jpg?v=1715764972
gid://shopify/Order/6847591809884,#1263,2025-08-25T14:04:48Z,USD,PAID,UNFULFILLED,,,,,,US,CA,Boston,gid://shopify/LineItem/16029071972405,Quartz Watch,2,sku-watch-007,stateside6,Small,gid://shopify/Product/12674749871187,Quartz Watch,accessories,gid://shopify/ProductVariant/48421386645911,98.28,196.56,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/watch.jpg?v=1715764972
gid://shopify/Order/6500352107131,#1264,2025-07-13T20:57:05Z,USD,PARTIALLY_REFUNDED,PARTIALLY_FULFILLED,173.76,9.99,11.21,181.34,user6663@example.com,US,IL,New York,gid://shopify/LineItem/16976898967900,Yoga Mat,3,sku-yoga-010,stateside4,Small,gid://shopify/Product/12679668601181,Yoga Mat,fitness,gid://shopify/ProductVariant/51709862738506,0.00,0.00,0.00,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/yoga_mat.jpg?v=1715764972
gid://shopify/Order/6500352107131,#1264,2025-07-13T20:57:05Z,USD,PARTIALLY_REFUNDED,PARTIALLY_FULFILLED,,,,,user6663@example.com,US,IL,New York,gid://shopify/LineItem/15315012989861,Elegant Pleated kurta(Off-white),1,sku-kurta-003,stateside9,,gid://shopify/Product/11544091553037,Elegant Pleated kurta(Off-white),apparel,gid://shopify/ProductVariant/49047047437658,75.16,71.41,3.76,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/572b6464-291c-4392-9c3c-84197d845271.webp?v=1755877017
gid://shopify/Order/6500352107131,#1264,2025-07-13T20:57:05Z,USD,PARTIALLY_REFUNDED,PARTIALLY_FULFILLED,,,,,user6663@example.com,US,IL,New York,gid://shopify/LineItem/16736364733300,Elegant ethnic Anarkali set(White-pink),2,sku-ank-002,stateside7,Standard,gid://shopify/Product/12429029319801,Elegant ethnic Anarkali set(White-pink),apparel,gid://shopify/ProductVariant/49718286092361,49.30,88.73,9.86,True,False,True,https://cdn.shopify.com/s/files/1/0873/3019/3726/files/08_01_2025_X-Design_6.webp?v=1755876894
